Chemical,SMILES
NCGC00259977-01,C[Si](C)(C)N[Si](C)(C)C
NCGC00257107-01,CCCCC\C=C\C=C\C=O
NCGC00015857-05,C(N1CCN(CC1)C2=NC=CC=N2)C3=CC4=C(OCO4)C=C3
NCGC00255377-01,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
NCGC00258843-01,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]3([H])C4=CC=C(O)C=C4CC[C@@]23[H]
NCGC00095166-01,CC1=NC(C)=C(Cl)C(O)=C1Cl
NCGC00258822-01,CC(=O)OCCOCCOCCOC(C)=O
NCGC00255149-01,CC(OC1=C(Cl)C=CC(Cl)=C1)C(O)=O
NCGC00259199-01,NC1=CN=CC=C1
NCGC00256060-01,CC(C)COCNC(=O)C=C
NCGC00254462-01,CCOC(=O)C1=CC=C(O)C=C1
NCGC00255450-01,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)S([O-])(=O)=O)C(=CC4=CC(NC(=O)C5=CC=CC=C5)=CC=C14)S([O-])(=O)=O
NCGC00254907-01,CCCCCCOC(=O)CCCCC(=O)OCCCCCC
NCGC00255361-01,COC(=O)C1=C(C=C(C)C=C1)C2=NC(=O)C(C)(N2)C(C)C
NCGC00257926-01,CC1=CC(=C(C)C=C1)[N+]([O-])=O
NCGC00255885-01,[Br-].CCCC[N+](CCCC)(CCCC)CCCC
NCGC00166145-02,CC(O)=O.[H][C@]1(NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC
NCGC00256206-01,CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](OC(C)=O)OC(C)=O
NCGC00163786-03,CC(C)=C[C@@H]1[C@@H](C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C
NCGC00257476-01,O.O.[Ca++].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-].OC[C@H](O)[C@H]2OC(=O)C(O)=C2[O-]
NTOC00000202-01,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]3CCC(=O)N3)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O
NCGC00182710-01,CC(OC(C)=O)OC(=O)C(C)C1=CC=C(C(F)=C1)C2=CC=CC=C2
NCGC00254732-01,CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(F)C=CC=C3F
NCGC00255366-01,CCCCCCCC(=O)N(C)C
NCGC00258478-01,O=C1CC(=O)NC(=O)N1
NCGC00016335-01,C\C=C(C1=CC=C(O)C=C1)\C(=C\C)C2=CC=C(O)C=C2
NCGC00160569-01,CN(CC1=CC=CC=C1)CC2=CC=CC=C2
NCGC00260438-01,NC1=CC(Cl)=CC(=C1O)S(O)(=O)=O
NCGC00254991-01,CC1=NN(C(=O)N1C(F)F)C2=CC(NS(C)(=O)=O)=C(Cl)C=C2Cl
NCGC00259327-01,OC(=O)CCCCCCCCC(O)=O
NCGC00167439-01,[H][C@@]12CC[C@H](OC(C)=O)[C@@]1(C)C=CC3=C4CCC(=O)C=C4CC[C@@]23[H]
NCGC00017033-01,[Na+].CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=CC=C3C([O-])=C(NC(=O)C4=CC=C(O)C(CC=C(C)C)=C4)C(=O)OC3=C2C)OC1(C)C
NCGC00260240-01,[I-].CCCC[N+]1=CC=CC=C1
NCGC00259172-01,CCC1=CC=CC(O)=C1
NCGC00167417-01,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
NCGC00090874-04,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC
NCGC00159368-02,CCCCCCCCCCCCCCCCO
NCGC00257333-01,CCCCCCCC\C=C/CCCCCCCC(=O)OCCO
NCGC00159440-02,CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C3=CC=CC=C3
NCGC00255252-01,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
NCGC00257323-01,CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C
NCGC00167501-01,CC1=NC2=CC=CC=C2C(=O)N1C3=C(C)C=CC=C3
NCGC00254852-01,CCCCCC\C=C/CCCCCCCC(O)=O
NCGC00254251-01,CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1
NCGC00257178-01,CCCCC(CC)COP(O)(=O)OCC(CC)CCCC
NCGC00091357-01,OC(=O)C1=CC(O)=NC(O)=N1
NCGC00254696-01,COC(=O)CC1=CC=CC=C1
NCGC00255060-01,CC1(C)[C@@H]2C[C@H]1C(=C)CC2
NCGC00254575-01,CC1=NC(N)=CC=C1
NCGC00254237-01,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
NCGC00164636-01,OC(=O)C1=CC2=C(C=CC=C2)C(CC3=C(O)C(=CC4=C3C=CC=C4)C(O)=O)=C1O.CC(C)C[C@H](NC(=O)[C@@H](CC5=CNC6=CC=CC=C56)NC(=O)[C@H](CC7=CC=C(O)C=C7)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CNC9=CC=CC=C89)NC(=O)[C@H](CC%10=CNC=N%10)NC(=O)[C@@H]%11CCC(=O)N%11)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N%12CCC[C@@H]%12C(=O)NCC(N)=O
NCGC00254503-01,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C3=CC=C(Cl)C=C3
NCGC00258314-01,[O-][N+](=O)C1=CC(=CC=C1)C(F)(F)F
NCGC00094199-02,OC(=O)\C=C/C(O)=O.CN1CC(C2=CC=CC=C2)C3=C(C1)C(N)=CC=C3
NCGC00257324-01,CCCCCC1C(CC(=O)OC)CCC1=O
NCGC00160598-01,OCC1(CO)COC(OC1)C(Cl)(Cl)Cl
NCGC00259652-01,[Na+].[O-]S(=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC2CCCCC2
NCGC00258908-01,COC1=C(Cl)C=CC(Cl)=C1C(O)=O
NCGC00256335-01,CCCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1
NCGC00259171-01,CCCCC(CC)COP(O)(=O)OCC(CC)CCCC
NCGC00254453-01,CC1=CC(C)=C(O)C(C)=C1
NCGC00254386-01,[H][C@@]1(OC[C@H](O)[C@H]1O)[C@H](O)COC(=O)CCCCCCC\C=C/CCCCCCCC
NCGC00182056-03,[Cl-].CCCCCCCC[N+](C)(C)CCCCCCCC
NCGC00254769-01,CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(Cl)=CC(Cl)=C2
NCGC00249610-01,CC(C)(C)C(=O)OCOC(=O)C1N2C(CC2=O)S(=O)(=O)C1(C)C
NCGC00255336-01,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
NCGC00257916-01,CC(Cl)CCl
NCGC00255503-01,OC(=O)C1=NC(Cl)=CC=C1
NCGC00163160-01,NC1=NC2=C(CCN(CC=C)CC2)S1
NCGC00257443-01,CC1=CC=C(S)C=C1
NCGC00254539-01,CC\C(C1=CC=C(O)C=C1)=C(\CC)C2=CC=C(O)C=C2
NCGC00255751-01,ClC1=C(Cl)C(Cl)=C(Cl)S1
NCGC00255956-01,CC1OC1C2CCC3(C)OC3C2
NCGC00255517-01,CC1=CC(Cl)=C(N)C(C)=C1
NCGC00090756-09,CC(=O)OC\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
NCGC00255683-01,[O-][N+](=O)C1=CC=C(Cl)C(=C1)C(=O)NC2=CC=CC=C2
NCGC00256252-01,CC(C)OC(=O)C1=CC=CC=C1
NCGC00258717-01,OC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O
NCGC00256610-01,CCCCCCCCCCCC#N
NCGC00254423-01,[Na+].[Na+].COC1=C(C=C(C)C(=C1)S([O-])(=O)=O)\N=N\C2=C3C=CC(=CC3=CC=C2O)S([O-])(=O)=O
NCGC00255646-01,CC1=C(C)C=C(C=O)C=C1
NCGC00258660-01,CC(C)CC(C)=O
NCGC00257689-01,[Cl-].CCCCCCCCN1C=C[N+](C)=C1
NCGC00092377-02,CC1=NN=C2CN=C(C3=C(SC(CCC(=O)N4CCOCC4)=C3)N12)C5=C(Cl)C=CC=C5
NCGC00013289-01,OC(CCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00259725-01,[K+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)COC3=CC=CC=C3)C([O-])=O
NCGC00255962-01,CCCCC[Si](OCC)(OCC)OCC
NCGC00024870-02,[H][C@@]2(CNC(=O)C1=C(OC)C=CC(Br)=C1OC)CCCN2CC
NCGC00253986-01,CC1=C(N)C=CC=C1
NCGC00014617-01,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1Cl
NCGC00254292-01,OCCO
NCGC00022848-06,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00254540-01,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)(F)F
NCGC00255905-01,[K+].CCOC([S-])=S
NCGC00260276-01,BrC\C=C\CBr
NCGC00259559-01,CCC1=CC=CC(CC)=C1N
NCGC00016494-01,Cl.CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1
NCGC00257947-01,COC(=O)C1=C(CS(=O)(=O)NC(=O)NC2=NC(OC)=CC(OC)=N2)C=CC=C1
NCGC00016393-01,COC1=CC=C(C(=O)C2=C(O)C=CC=C2)C(O)=C1
NCGC00167574-01,Cl.FC(F)(F)C1=CC=CC(=C1)C2=CCN(CCC3=CC=C4C=CC=CC4=C3)CC2
NCGC00021222-03,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00167465-01,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)C[C@H](O)C3=C)[C@H](C)\C=C\[C@@H](O)C4CC4
NCGC00181010-01,Cl.CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(=C1)C(F)(F)F
NCGC00256678-01,CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C
NCGC00260514-01,OC1=CC=C(C=C1)\N=N\C2=CC=CC=C2
NCGC00258683-01,COC1=CC=C(NC(C)=O)C=C1
NCGC00167446-01,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
NCGC00164518-01,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC
NCGC00254698-01,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O
NCGC00255846-01,C(CN1CCOCC1)OCCN2CCOCC2
NCGC00258242-01,[O-][N+](=O)C1=CC=C(F)C=C1F
NCGC00255423-01,CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1
NCGC00181161-01,CCOC(=O)C1=C(O)C=CC=C1
NCGC00259273-01,C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34
NCGC00183029-01,COC1=CC(=CC(OC)=C1OC)C(=O)NC2CCCNC2
NCGC00256727-01,COC1=CC(Br)=CC=C1
NCGC00254064-01,CCOCCO
NCGC00181322-01,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O
NCGC00182707-01,CCC1(CC2=C(C1)C=CC=C2)C3=CN=CN3
NCGC00258351-01,CC1=CC(=C(O)C(C)=C1CN2C(=O)N(CC3=C(C)C(O)=C(C=C3C)C(C)(C)C)C(=O)N(CC4=C(C)C(O)=C(C=C4C)C(C)(C)C)C2=O)C(C)(C)C
NCGC00259637-01,NCCCCCCN
NCGC00259480-01,OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl
NCGC00255310-01,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C2=CC=CC=C2)\C3=CC=CC=C3
NCGC00258623-01,ClC(=O)C(Cl)(Cl)Cl
NCGC00259236-01,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl
NCGC00259290-01,CCCC1=CC(=O)NC(=S)N1
NCGC00257219-01,[Na+].[S-]C1=CC=CC=C1
NCGC00255131-01,CC(C)C1=CC=CC(C(C)C)=C1N
NCGC00260516-01,Cl.NO
NCGC00255772-01,CCOC(=O)CC(=O)CCl
NCGC00259926-01,NC1=NC=C(S1)[N+]([O-])=O
NCGC00255643-01,CC\C=C/CCOC(C)=O
NCGC00256523-01,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
NCGC00260365-01,OC1=C(O)C(=O)C1=O
NCGC00254870-01,CCCCCCCCCCCC(=O)OCC
NCGC00024853-05,CCN1CCC[C@H]1CNC(=O)C2=C(OC)C=CC(=C2)S(N)(=O)=O
NCGC00255390-01,CCC(C)(C#N)\N=N\C(C)(CC)C#N
NCGC00164513-01,OC(=O)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1O
NCGC00159456-02,CS(O)(=O)=O.CN1CCN(CC2=CC=C(C=C2)C(=O)NC3=CC(NC4=NC=CC(=N4)C5=CC=CN=C5)=C(C)C=C3)CC1
NCGC00160528-01,ClC1=CC=C(CC2C(=O)N=C3SCCN3C2=O)C=C1
NCGC00256056-01,CC(=O)OC1=CC=C(C=C)C=C1
NCGC00164449-04,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
NCGC00256116-01,Cl.CCOC(=N)CC(=O)OCC
NCGC00254905-01,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C
NCGC00015444-04,OC1=CC=C(C=C1)C2CNCCC3=C2C=C(O)C(O)=C3Cl
NCGC00257808-01,BrC1=CC=C(C=C1)C2=CC=CC=C2
NCGC00255331-01,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C2=CC=C(C=C2)C(=C3C=CC(C=C3)=[N+](CC)CC4=CC(=CC=C4)S([O-])(=O)=O)C5=C(C=C(O)C=C5)S([O-])(=O)=O
NCGC00254693-01,CC(O)C(C)O
NCGC00016922-01,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl
NCGC00259247-01,CC1=CC=C(C=C1)S(=O)(=O)N=C=O
NCGC00254147-01,CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C
NCGC00259662-01,ClC1=CC=CC(Cl)=C1Cl
NCGC00094574-06,NC1=C(C(=NN1C2=C(Cl)C=C(C=C2Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F
NCGC00255876-01,CCCCCCCCCCCCCOP(O)(O)=O
NCGC00256127-01,COC1=CC=CC(OC)=C1C(O)=O
NCGC00181312-01,Cl.OC(CCN1CCCCC1)(C2CC3CC2C=C3)C4=CC=CC=C4
NCGC00016491-01,OC[C@H]1O[C@@H](OC2=CC3=C(OC(=O)C=C3)C=C2O)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00014711-01,OC(=O)CCC1=NC(=C(O1)C2=CC=CC=C2)C3=CC=CC=C3
NCGC00256275-01,[Na+].OC(CCl)CS([O-])(=O)=O
NCGC00260095-01,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C)[C@H](C)CCCC(C)C
NCGC00254595-01,COC1=CC=C(C=C1)C(C)=O
NCGC00256166-01,CC(C)C1=CC=C(C=C1)S(O)(=O)=O
NCGC00016302-01,[H][C@]12N=C(C(C)=C3N=C(C=C4N=C(C(C)=C5[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]1(C)N5[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O)[C@](C)(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)N7C=NC8=C7C=C(C)C(C)=C8)[C@H]2CC(N)=O
NCGC00257360-01,CCC1=CC(CC2=C(O)C(=CC(CC)=C2)C(C)(C)C)=C(O)C(=C1)C(C)(C)C
NCGC00016589-01,Cl.CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3
NCGC00255395-01,CC(C)(C)C1=CC=C(C=C)C=C1
NCGC00159333-02,C[C@H]1CN(C[C@@H](C)N1)C2=C(F)C3=C(C(=O)C(=CN3C4CC4)C(O)=O)C(N)=C2F
NCGC00259681-01,O=NN1CCOCC1
NCGC00095782-01,C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C
NCGC00260520-01,CC1=NC2=CC=CC=C2C1(C)C
NCGC00254446-01,CCCCCCCC(O)=O
NCGC00014044-01,CN(C)CCCN1C2=CC=CC=C2C(C)(C)C3=C1C=CC=C3
NCGC00254898-01,COC(=O)\C=C/C(=O)OC
NCGC00091076-01,CCOC(C)OCC
NCGC00260019-01,ClC1=CC(Cl)=C(C=C1Cl)C2=CC(Cl)=C(Cl)C=C2Cl
NCGC00260026-01,COC1=C(C=CC(=C1)C2=CC(OC)=C(C=C2)N=C=O)N=C=O
NCGC00257045-01,COC(=O)\C=C\C=C(C)\C=C\C=C(C)\C=C/C=C(C)/C=C\C=C(C)/C=C\C(O)=O
NCGC00091192-02,OC(=O)\C=C/C(O)=O
NCGC00259575-01,Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00090774-01,CC(=O)OC1=C(C=CC=C1)C(=O)NC2=NC=C(S2)[N+]([O-])=O
NCGC00016604-01,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])C[C@H](F)C4=CC(=O)C=C[C@]34C
NCGC00258491-01,[O-][N+](=O)C1=CC(Cl)=C(Cl)C=C1Cl
NCGC00257264-01,CC1=CC(C)=C(C)C=C1C
NCGC00259849-01,[O-][N+](=O)C1=CC=C(NC2=CC=CC=C2)C=C1
NCGC00095190-01,Cl.CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC5=CC=C(OC(=O)N6CCC(CC6)N7CCCCC7)C=C15
NCGC00254357-01,CCC(O)OCCCOC
NCGC00254334-01,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC
NCGC00260228-01,[I-].CCCC[N+]1=CC=CC=C1C
NCGC00024876-03,OC(=O)\C=C/C(O)=O.C[C@]12N[C@H](CC3=C1C=CC=C3)C4=C2C=CC=C4
NCGC00254496-01,OC[C@@H]1CC[C@@H](O1)N2C=NC3=C2N=CNC3=O
NCGC00255269-01,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])C[C@H](C)C4=CC(=O)C=C[C@]34C
NCGC00094285-01,Cl.CCCN1CCC[C@H](C1)C2=CC(O)=CC=C2
NCGC00254250-01,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
NCGC00256609-01,C1CN2CCN1CC2
NCGC00254154-01,OCC1=CC=CC=C1
NCGC00260242-01,[O-]S(=O)(=O)C(F)(F)F.CCCC[N+]1=CC=CC=C1
NCGC00018292-04,CN1C=C(NC=O)C=C1C(=O)NC2=CN(C)C(=C2)C(=O)NC3=CN(C)C(=C3)C(=O)NCCC(N)=N
NCGC00260367-01,FC(F)(F)C(=O)CC(=O)C1=CC=CC=C1
NCGC00186466-01,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CC[C@H](OC(C)=O)C=C4CC[C@@]23[H]
NCGC00254713-01,CSC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
NCGC00256942-01,C1COCCN1
NCGC00256501-01,NC1=CC(Cl)=C(N)C(Cl)=C1
NCGC00254441-01,CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O
NCGC00254942-01,CCOC(=O)C(C)OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1
NCGC00258868-01,CC1=NC=CN1
NCGC00090750-04,ClC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(Cl)C=C2
NCGC00257303-01,O.O.Cl.[H][C@]1(C[C@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C3=CC=NC4=CC=C(OC)C=C34
NCGC00257617-01,COC1CCC=CO1
NCGC00256868-01,CCCCCCC#CC(=O)OC
NCGC00016345-01,CC1=CC(=O)OC2=C1C=CC(O)=C2
NCGC00255995-01,[Br-].CCCCCCCCCCCC[N+](C)(C)C
NCGC00254916-01,CC1=CC=C(C)C(=C1)S(O)(=O)=O
NCGC00255308-01,C[Si](C)=O
NCGC00257527-01,CC(=O)C1=CC=CC=C1O
NCGC00255572-01,[Na+].CCCCCCCCOS([O-])(=O)=O
NCGC00090731-05,OCCOC1=CC=CC=C1
NCGC00259682-01,[Na+].[O-]Cl(=O)=O
NCGC00254928-01,N(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00256082-01,CCOC1=CC=C(OCC)C(Cl)=C1
NCGC00256615-01,CN1C(C)=NC=C1[N+]([O-])=O
NCGC00258062-01,[O-][N+](=O)C1=CC2=CC=CN=C2C=C1
NCGC00164602-01,Cl.CC(CCC1=CC=C(O)C=C1)NCC(O)C2=CC=C(O)C=C2
NCGC00259749-01,CC1=CC=C(O1)C(O)=O
NCGC00259088-01,[Na+].OC1=CC2=C(C=C1)C=C(C=C2)S([O-])(=O)=O
NCGC00255648-01,[Cl-].CC[N+](CC)(CC)CC
NCGC00258227-01,ClC1=CC(Cl)=C(Cl)C(Cl)=C1
NCGC00259348-01,CCCCCCCCS
NCGC00255650-01,OC(=O)CONC(=O)C1=CC=CC=C1
NCGC00159484-02,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl
NCGC00257825-01,O=CNC1=CC=CC=C1
NCGC00183137-01,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C2=NC=CC=N2
NCGC00256706-01,CC(=O)C1=C(C)N=C(C)S1
NCGC00258347-01,NC1=CC=NC=C1
NCGC00257266-01,OCC1=CC=C(O1)C=O
NCGC00259653-01,CCC(O)OCC(C)OC(O)CC
NCGC00255736-01,O=C1CCCCCN1SSN2CCCCCC2=O
NCGC00167472-01,CC(C)C1=CC=C2OC3=C(C=C(C(O)=O)C(N)=N3)C(=O)C2=C1
NCGC00255701-01,CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O
NCGC00257229-01,CNC(=O)O\N=C\C(C)(C)S(C)(=O)=O
NCGC00258249-01,F[B-](F)(F)F.CCCCCCCCN1C=C[N+](C)=C1
NCGC00257369-01,COCC(O)=O
NCGC00255087-01,CC(C)OC1=C(O)C=CC=C1
NCGC00163287-01,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])C[C@H](O)CC[C@]34C
NCGC00257203-01,CS(=O)(=O)C1=CC=C(Cl)C=C1
NCGC00255439-01,CCCCCCC1(C)CCC(=O)O1
NCGC00256821-01,CC\C=C/CCCCO
NCGC00256023-01,CC1=C(CC=O)C(C)(C)CCC1
NCGC00256943-01,CCCC(O)C(CC)CO
NCGC00091950-01,O.Cl.NC1=C2C=CC=CC2=NC3=C1C=CC=C3
NCGC00256118-01,OCCSC1=CC=CC=C1
NCGC00254549-01,Cl[Sb](Cl)Cl
NCGC00256551-01,CC(C)CON=O
NCGC00256042-01,ClC1=CC=C(C=C1)C#N
NCGC00015827-06,C1CCN2N=NN=C2CC1
NCGC00257046-01,CCCCCCOCCOCCO
NCGC00164539-01,ClC1=CC=C2SC3=C(C=CC=C3)N(C(=O)CCN4CCN5CCCC5C4)C2=C1
NCGC00017141-01,O.O.NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N2CCC[C@H]2C(O)=O
NCGC00163125-02,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC=C4C[C@@H](O)CC[C@]34C
NCGC00015339-02,[Cl-].[Cl-].CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]3=C4C=CC=CC4=C(N)C=C3C
NCGC00259947-01,CCN1C2=C(C=CC=C2)C3=C1C=CC(N)=C3
NCGC00254349-01,O=NN(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00164632-01,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]3([H])C4=C(C[C@@H](C)[C@@]23[H])CC(=O)CC4
NCGC00255226-01,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C
NCGC00258679-01,CC(C)CC(C)(C)C
NCGC00259467-01,OC(=O)CCC(O)=O
NCGC00181127-01,OS(O)(=O)=O.[H][C@@]12N3CC[C@@]14C5=CC(=C(OC)C=C5N(C)[C@@]4([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]6(C[C@H]7C[N@](C[C@](O)(CC)C7)CCC8=C6NC9=CC=CC=C89)C(=O)OC
NCGC00258373-01,CCCOCC(C)OCC(C)O
NCGC00255915-01,BrCC1=CC=C(Br)C=C1
NCGC00015925-02,NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=NN2C3=CC=CC=C3
NCGC00259550-01,COC1=CC=C(C=CC)C=C1
NCGC00258027-01,CC1=CC=CC=[N+]1[O-]
NCGC00164155-01,OC1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2
NCGC00160450-01,CC(=O)NC1=CC=C(CC(O)=O)C=C1
NCGC00259463-01,CC(=C)C(=O)OCCOC(=O)C(C)=C
NCGC00164127-02,CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1
NCGC00254202-01,CCCCOP(=O)(OCCCC)OCCCC
NCGC00255960-01,OCCSSCCO
NCGC00257114-01,FC(F)(F)C1=CC=C(Cl)C=C1
NCGC00095148-01,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]4([H])[C@@]2([H])C=CC5=CC(=O)CC[C@]45C
NCGC00255347-01,CCOC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OCC)C=CC=C1
NCGC00254918-01,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1
NCGC00164592-01,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C2=CC=CC3=C2NC[C@H](C)C3
NCGC00260253-01,[Br-].CC[N+]1(C)CCCC1
